target_chembl_ID,organism,tax_id,pref_name,component_synonym
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmG1
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmG2
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmG3
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmH
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmI
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmJ
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplC
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplD
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplE
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplF
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplL
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplI
CHEMBL2364153,Homo sapiens,9606,Interleukin-12,IL12B
CHEMBL2364153,Homo sapiens,9606,Interleukin-12,IL12A
CHEMBL2364154,Homo sapiens,9606,Interleukin-23,IL12B
CHEMBL2364154,Homo sapiens,9606,Interleukin-23,IL23A
CHEMBL2364155,Homo sapiens,9606,Interleukin-6 receptor alpha subunit,IL6R
CHEMBL2364156,Homo sapiens,9606,T-lymphocyte activation antigen CD86,CD86
CHEMBL2364157,Homo sapiens,9606,T-lymphocyte activation antigen CD80,CD80
CHEMBL2364158,Homo sapiens,9606,Tumor necrosis factor ligand superfamily member 13B,TNFSF13B
CHEMBL2364159,Homo sapiens,9606,Synaptosomal nerve-associated protein 25 (SNAP-25),SNAP25
CHEMBL2364160,Homo sapiens,9606,Vesicle-associated membrane protein 2,VAMP2
CHEMBL2364161,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 8,TNFRSF8
CHEMBL2364162,Homo sapiens,9606,Tumor necrosis factor ligand superfamily member 11,TNFSF11
CHEMBL2364163,Homo sapiens,9606,Complement C5,C5
CHEMBL2364164,Homo sapiens,9606,Cytotoxic T-lymphocyte protein 4,CTLA4
CHEMBL2364165,Human respiratory syncytial virus,11250,Fusion glycoprotein F0,F
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpG
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpD
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpA
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpF
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpE
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpC
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpB
CHEMBL2364166,Mycobacterium tuberculosis,1773,ATP synthase,atpFH
CHEMBL2364167,Homo sapiens,9606,Interleukin-2 receptor,IL2RA
CHEMBL2364167,Homo sapiens,9606,Interleukin-2 receptor,IL2RG
CHEMBL2364167,Homo sapiens,9606,Interleukin-2 receptor,IL2RB
CHEMBL2364168,Homo sapiens,9606,T cell surface glycoprotein CD3,CD3E
CHEMBL2364168,Homo sapiens,9606,T cell surface glycoprotein CD3,CD3G
CHEMBL2364168,Homo sapiens,9606,T cell surface glycoprotein CD3,CD3D
CHEMBL2364169,Homo sapiens,9606,Granulocyte-macrophage colony-stimulating factor receptor,CSF2RA
CHEMBL2364169,Homo sapiens,9606,Granulocyte-macrophage colony-stimulating factor receptor,CSF2RB
CHEMBL2364170,Homo sapiens,9606,Interferon alpha/beta receptor,IFNAR1
CHEMBL2364170,Homo sapiens,9606,Interferon alpha/beta receptor,IFNAR2
CHEMBL2364171,Homo sapiens,9606,Interferon gamma receptor,IFNGR2
CHEMBL2364171,Homo sapiens,9606,Interferon gamma receptor,IFNGR1
CHEMBL2364172,Homo sapiens,9606,Integrin alpha-L/beta-2 (LFA-1),ITGAL
CHEMBL2364172,Homo sapiens,9606,Integrin alpha-L/beta-2 (LFA-1),ITGB2
CHEMBL2364173,Homo sapiens,9606,Amylin receptor AMY2; CALCR/RAMP2,CALCR
CHEMBL2364173,Homo sapiens,9606,Amylin receptor AMY2; CALCR/RAMP2,RAMP2
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMA1
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMA2
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMA3
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMA4
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMA5
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMB1
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMB2
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMB3
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMB4
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMC1
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMC2
CHEMBL2364187,Homo sapiens,9606,Laminin,LAMC3
CHEMBL2364188,Homo sapiens,9606,Collagen,COL1A2
CHEMBL2364188,Homo sapiens,9606,Collagen,COL1A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL2A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL3A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL4A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL5A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL6A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL11A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL15A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL18A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL24A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL27A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL28A1
CHEMBL2364188,Homo sapiens,9606,Collagen,COL4A2
CHEMBL2364188,Homo sapiens,9606,Collagen,COL5A2
CHEMBL2364188,Homo sapiens,9606,Collagen,COL6A2
CHEMBL2364188,Homo sapiens,9606,Collagen,COL11A2
CHEMBL2364188,Homo sapiens,9606,Collagen,COL4A3
CHEMBL2364188,Homo sapiens,9606,Collagen,COL5A3
CHEMBL2364188,Homo sapiens,9606,Collagen,COL6A3
CHEMBL2364188,Homo sapiens,9606,Collagen,COL4A4
CHEMBL2364188,Homo sapiens,9606,Collagen,COL4A5
CHEMBL2364188,Homo sapiens,9606,Collagen,COL6A5
CHEMBL2364188,Homo sapiens,9606,Collagen,COL4A6
CHEMBL2364188,Homo sapiens,9606,Collagen,COL6A6
CHEMBL2364668,Bacteria,2,Bacterial dihydropteroate synthase,folP
CHEMBL2364669,Bacteria,2,Bacterial dihydrofolate reductase,folA
CHEMBL2364670,Bacteria,2,Bacterial beta-lactamase TEM,bla
CHEMBL2364670,Bacteria,2,Bacterial beta-lactamase TEM,blaT-3
CHEMBL2364670,Bacteria,2,Bacterial beta-lactamase TEM,blaT-4
CHEMBL2364670,Bacteria,2,Bacterial beta-lactamase TEM,blaT-5
CHEMBL2364670,Bacteria,2,Bacterial beta-lactamase TEM,blaT-6
CHEMBL2364671,Streptococcus pyogenes,1314,Isoleucyl-tRNA synthetase,ileS
CHEMBL2364672,Bacteria,2,Bacterial DNA-directed RNA polymerase,rpoB
CHEMBL2364672,Bacteria,2,Bacterial DNA-directed RNA polymerase,rpoA
CHEMBL2364672,Bacteria,2,Bacterial DNA-directed RNA polymerase,rpoC
CHEMBL2364672,Bacteria,2,Bacterial DNA-directed RNA polymerase,rpoZ
CHEMBL2364673,Candida,5475,"1,3-beta-glucan synthase",GSC1
CHEMBL2364675,Homo sapiens,9606,Cytochrome P450 3A,CYP3A4
CHEMBL2364675,Homo sapiens,9606,Cytochrome P450 3A,CYP3A5
CHEMBL2364675,Homo sapiens,9606,Cytochrome P450 3A,CYP3A43
CHEMBL2364675,Homo sapiens,9606,Cytochrome P450 3A,CYP3A7
CHEMBL2364678,Bacteria,2,Bacterial enoyl-[acyl-carrier-protein] reductase,fabI
CHEMBL2364680,Candida albicans,5476,Thymidylate synthase,TMP1
CHEMBL2364681,Homo sapiens,9606,Microsomal triglyceride transfer protein,MTTP
CHEMBL2364681,Homo sapiens,9606,Microsomal triglyceride transfer protein,P4HB
CHEMBL2364683,Bacteria,2,Bacterial urease,ureA
CHEMBL2364683,Bacteria,2,Bacterial urease,ureB
CHEMBL2364683,Bacteria,2,Bacterial urease,ureC
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gB
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gC
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gD
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gE
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gG
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gH
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gI
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gJ
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gK
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gL
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gM
CHEMBL2364696,Human herpesvirus 1,10298,Envelope glycoprotein,gN
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD1
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB2
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB1
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB5
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB8
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB9
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB6
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD14
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA1
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA2
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA3
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA4
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA5
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA6
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA7
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMA8
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB10
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB11
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB3
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB4
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMB7
CHEMBL2364701,Homo sapiens,9606,26S proteasome,ADRM1
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMC2
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMC1
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMC4
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMC6
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMC3
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMC5
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD2
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD3
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD12
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD11
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD6
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD7
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD13
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD4
CHEMBL2364701,Homo sapiens,9606,26S proteasome,PSMD8
CHEMBL2364701,Homo sapiens,9606,26S proteasome,SEM1
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8238086
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8232915
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8231029
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8238343
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8234840
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8232678
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8237618
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8238380
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8234407
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8237795
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8236088
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8236974
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8237447
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8234408
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8238085
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8229807
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8240195
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8230924
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8230507
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8233823
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8233620
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8232310
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8230937
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8236087
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8234154
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8230957
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8233619
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8235475
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8230819
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8231511
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8236100
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8233621
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8230508
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8238404
CHEMBL2364702,Pediculus humanus capitis,121226,Cytochrome P450,8239920
CHEMBL2364709,Homo sapiens,9606,Fibrinogen,FGA
CHEMBL2364709,Homo sapiens,9606,Fibrinogen,FGB
CHEMBL2364709,Homo sapiens,9606,Fibrinogen,FGG
CHEMBL2366504,Human immunodeficiency virus 1,11676,Structural capsid protein,gag
CHEMBL2366517,Human immunodeficiency virus 1,11676,Protease,protease
CHEMBL2384897,Homo sapiens,9606,Monocyte differentiation antigen CD14,CD14
CHEMBL3038461,Homo sapiens,9606,Nicotinic acetylcholine receptor alpha4/beta2/alpha5,CHRNB2
CHEMBL3038461,Homo sapiens,9606,Nicotinic acetylcholine receptor alpha4/beta2/alpha5,CHRNA4
CHEMBL3038461,Homo sapiens,9606,Nicotinic acetylcholine receptor alpha4/beta2/alpha5,CHRNA5
CHEMBL3038465,Homo sapiens,9606,cIAP1/cIAP2,BIRC3
CHEMBL3038465,Homo sapiens,9606,cIAP1/cIAP2,BIRC2
CHEMBL3038482,Staphylococcus aureus,1280,DNA gyrase,gyrB
CHEMBL3038482,Staphylococcus aureus,1280,DNA gyrase,gyrA
CHEMBL3038488,Homo sapiens,9606,Kir3.1/Kir3.4,KCNJ3
CHEMBL3038488,Homo sapiens,9606,Kir3.1/Kir3.4,KCNJ5
CHEMBL3038498,Homo sapiens,9606,Keap1/Nrf2,NFE2L2
CHEMBL3038498,Homo sapiens,9606,Keap1/Nrf2,KEAP1
CHEMBL3038508,Staphylococcus aureus,1280,Topoisomerase IV,parC
CHEMBL3038508,Staphylococcus aureus,1280,Topoisomerase IV,parE
CHEMBL3038512,Homo sapiens,9606,Toll-like receptor 4/MD-2,TLR4
CHEMBL3038512,Homo sapiens,9606,Toll-like receptor 4/MD-2,LY96
CHEMBL3038515,Homo sapiens,9606,Tankyrase 1/2,TNKS2
CHEMBL3038515,Homo sapiens,9606,Tankyrase 1/2,TNKS
CHEMBL3108633,Homo sapiens,9606,Platelet-derived growth factor subunit B,PDGFB
CHEMBL3137266,Homo sapiens,9606,IL6Ralpha/GP130,IL6R
CHEMBL3137266,Homo sapiens,9606,IL6Ralpha/GP130,IL6ST
CHEMBL3217393,Homo sapiens,9606,Transforming growth factor beta-2,TGFB2
CHEMBL3217394,Homo sapiens,9606,Insulin-like growth factor I,IGF1
CHEMBL3217395,Homo sapiens,9606,Angiopoietin-1,ANGPT1
CHEMBL3232692,Homo sapiens,9606,CD44 antigen,CD44
CHEMBL3286067,Homo sapiens,9606,DNA-directed RNA polymerase I subunit RPA1,POLR1A
CHEMBL3286070,Homo sapiens,9606,Proheparin-binding EGF-like growth factor,HBEGF
CHEMBL3286073,Homo sapiens,9606,Interferon gamma,IFNG
CHEMBL3286074,Homo sapiens,9606,Stromal cell-derived factor 1,CXCL12
CHEMBL3286077,Homo sapiens,9606,Eotaxin,CCL11
CHEMBL3301398,Homo sapiens,9606,Ribonucleotide reductase,RRM1
CHEMBL3301398,Homo sapiens,9606,Ribonucleotide reductase,RRM2B
CHEMBL3307223,Homo sapiens,9606,Programmed cell death protein 1,PDCD1
CHEMBL3307224,Hepatitis C virus,11103,Nonstructural protein 5A,NS5A
CHEMBL3307226,Homo sapiens,9606,Orexin receptor,HCRTR2
CHEMBL3307226,Homo sapiens,9606,Orexin receptor,HCRTR1
CHEMBL3308912,Homo sapiens,9606,Platelet glycoprotein VI (GPVI),GP6
CHEMBL3317339,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),211044,Polymerase basic protein 2,PB2
CHEMBL3341583,Caenorhabditis elegans,6239,Acetylcholinesterase 1,ace-1
CHEMBL3390820,Homo sapiens,9606,"PARP 1, 2 and 3",PARP1
CHEMBL3390820,Homo sapiens,9606,"PARP 1, 2 and 3",PARP3
CHEMBL3390820,Homo sapiens,9606,"PARP 1, 2 and 3",PARP2
CHEMBL3390821,Homo sapiens,9606,B-lymphocyte antigen CD19,CD19
CHEMBL3390822,Homo sapiens,9606,Interleukin 17A,IL17A
CHEMBL3390824,Aspergillus,5052,Lanosterol 14-alpha demethylase,CYP51
CHEMBL3390824,Aspergillus,5052,Lanosterol 14-alpha demethylase,cyp51A
CHEMBL3390827,Pseudomonas aeruginosa,287,Topoisomerase IV,parC
CHEMBL3390827,Pseudomonas aeruginosa,287,Topoisomerase IV,parE
CHEMBL3390828,Pseudomonas aeruginosa,287,DNA gyrase,gyrA
CHEMBL3390828,Pseudomonas aeruginosa,287,DNA gyrase,gyrB
CHEMBL3391661,Homo sapiens,9606,Betaine-homocysteine S-methyltransferase,BHMT
CHEMBL3391661,Homo sapiens,9606,Betaine-homocysteine S-methyltransferase,BHMT2
CHEMBL3391681,Homo sapiens,9606,Mitochondrial glycerol-3-phosphate dehydrogenase,GPD2
CHEMBL3407319,Homo sapiens,9606,Neurogenic locus notch homolog protein 3,NOTCH3
CHEMBL3407320,Homo sapiens,9606,Neurogenic locus notch homolog protein 2,NOTCH2
CHEMBL3407325,Homo sapiens,9606,Growth/differentiation factor 8,MSTN
CHEMBL3425389,Homo sapiens,9606,Serine/threonine-protein phosphatase 5,PPP5C
CHEMBL3430865,Homo sapiens,9606,Prostaglandin-H2 D-isomerase,PTGDS
CHEMBL3430888,Homo sapiens,9606,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET,RET
CHEMBL3430888,Homo sapiens,9606,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET,KIF5B
CHEMBL3430892,Homo sapiens,9606,Integrin alpha-V/beta-8,ITGAV
CHEMBL3430892,Homo sapiens,9606,Integrin alpha-V/beta-8,ITGB8
CHEMBL3430904,Homo sapiens,9606,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET,RET
CHEMBL3430904,Homo sapiens,9606,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET,CCDC6
CHEMBL3430911,Homo sapiens,9606,Serine/threonine-protein kinase Aurora,AURKB
CHEMBL3430911,Homo sapiens,9606,Serine/threonine-protein kinase Aurora,AURKC
CHEMBL3430911,Homo sapiens,9606,Serine/threonine-protein kinase Aurora,AURKA
CHEMBL3542430,Homo sapiens,9606,11-beta-hydroxysteroid dehydrogenase,HSD11B2
CHEMBL3542430,Homo sapiens,9606,11-beta-hydroxysteroid dehydrogenase,HSD11B1
CHEMBL3559386,Homo sapiens,9606,SLAM family member 7,SLAMF7
CHEMBL3559640,Influenza A virus,382835,Hemagglutinin,HA
CHEMBL3559676,Human immunodeficiency virus 1,11676,GP41,ENV
CHEMBL3559676,Human immunodeficiency virus 1,11676,GP41,HIV1
CHEMBL3559682,Homo sapiens,9606,Serine/threonine-protein kinase PIM,PIM1
CHEMBL3559682,Homo sapiens,9606,Serine/threonine-protein kinase PIM,PIM2
CHEMBL3559682,Homo sapiens,9606,Serine/threonine-protein kinase PIM,PIM3
CHEMBL3559683,Homo sapiens,9606,Peroxisome proliferator-activated receptor,PPARG
CHEMBL3559683,Homo sapiens,9606,Peroxisome proliferator-activated receptor,PPARA
CHEMBL3559683,Homo sapiens,9606,Peroxisome proliferator-activated receptor,PPARD
CHEMBL3559684,Homo sapiens,9606,Neurotrophic tyrosine kinase receptor,NTRK1
CHEMBL3559684,Homo sapiens,9606,Neurotrophic tyrosine kinase receptor,NTRK2
CHEMBL3559684,Homo sapiens,9606,Neurotrophic tyrosine kinase receptor,NTRK3
CHEMBL3559685,Homo sapiens,9606,RAF serine/threonine protein kinase,RAF1
CHEMBL3559685,Homo sapiens,9606,RAF serine/threonine protein kinase,BRAF
CHEMBL3559685,Homo sapiens,9606,RAF serine/threonine protein kinase,ARAF
CHEMBL3559686,Homo sapiens,9606,Frizzled-2,FZD2
CHEMBL3559687,Homo sapiens,9606,Frizzled-5,FZD5
CHEMBL3559688,Homo sapiens,9606,Frizzled-7,FZD7
CHEMBL3559689,Homo sapiens,9606,Frizzled-8,FZD8
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK1
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK4
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK2
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK5
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK6
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK7
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK3
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK16
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK18
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK8
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK17
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK11B
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK15
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK19
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK14
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK9
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK10
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK13
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK20
CHEMBL3559691,Homo sapiens,9606,Cyclin-dependent kinase,CDK12
CHEMBL3559701,Homo sapiens,9606,Proto-oncogene Mas,MAS1
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3R1
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3CB
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3CG
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3CA
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3R2
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3CD
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3R5
CHEMBL3559703,Homo sapiens,9606,PI3-kinase class I,PIK3R3
CHEMBL3562180,Klebsiella oxytoca,571,Carbapenem-hydrolyzing beta-lactamase KPC,bla
CHEMBL3580482,Homo sapiens,9606,Mucin-16,MUC16
CHEMBL3580483,Homo sapiens,9606,Interleukin-5 receptor subunit alpha,IL5RA
CHEMBL3580485,Homo sapiens,9606,Interleukin-17 receptor A,IL17RA
CHEMBL3580486,Homo sapiens,9606,Interleukin-13,IL13
CHEMBL3580487,Homo sapiens,9606,Sclerostin,SOST
CHEMBL3580488,Homo sapiens,9606,Vascular endothelial growth factor B,VEGFB
CHEMBL3580489,Homo sapiens,9606,Angiopoietin-2,ANGPT2
CHEMBL3580490,Homo sapiens,9606,Interleukin-4 receptor subunit alpha,IL4R
CHEMBL3580491,Homo sapiens,9606,CD40 ligand,CD40LG
CHEMBL3580492,Homo sapiens,9606,Basigin,BSG
CHEMBL3580493,Homo sapiens,9606,Epithelial cell adhesion molecule,EPCAM
CHEMBL3580494,Homo sapiens,9606,Mucin-1,MUC1
CHEMBL3580496,Homo sapiens,9606,Interleukin-1 alpha,IL1A
CHEMBL3580503,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,Heat shock protein 90 homolog,HSP90
CHEMBL3580504,Peptoclostridium difficile,1496,Toxin A,tcdA
CHEMBL3580505,Peptoclostridium difficile,1496,Toxin B,tcdB
CHEMBL3580506,Homo sapiens,9606,T-cell receptor,TRAV29DV5
CHEMBL3580506,Homo sapiens,9606,T-cell receptor,TRAC
CHEMBL3580506,Homo sapiens,9606,T-cell receptor,TRBV7-9
CHEMBL3580506,Homo sapiens,9606,T-cell receptor,TRGV3
CHEMBL3580522,Homo sapiens,9606,Programmed cell death 1 ligand 1,CD274
CHEMBL3588735,Homo sapiens,9606,Inhibin beta A chain,INHBA
CHEMBL3596085,Homo sapiens,9606,Angiotensinogen,AGT
CHEMBL3616355,Homo sapiens,9606,Early growth response protein 1,EGR1
CHEMBL3632452,Homo sapiens,9606,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,MALT1
CHEMBL3706564,Homo sapiens,9606,Liver X receptor,NR1H3
CHEMBL3706564,Homo sapiens,9606,Liver X receptor,NR1H2
CHEMBL3707192,Homo sapiens,9606,Voltage-gated potassium channel KCNQ3/KCNQ4,KCNQ3
CHEMBL3707192,Homo sapiens,9606,Voltage-gated potassium channel KCNQ3/KCNQ4,KCNQ4
CHEMBL3710485,Homo sapiens,9606,Angiopoietin-related protein 3,ANGPTL3
CHEMBL3712850,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 12A,TNFRSF12A
CHEMBL3712852,Homo sapiens,9606,B-cell antigen receptor complex-associated protein beta chain,CD79B
CHEMBL3712853,Homo sapiens,9606,T-cell differentiation antigen CD6,CD6
CHEMBL3712854,Homo sapiens,9606,Vimentin,VIM
CHEMBL3712856,Homo sapiens,9606,Tenascin,TNC
CHEMBL3712857,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 9,TNFRSF9
CHEMBL3712859,Homo sapiens,9606,Claudin-18,CLDN18
CHEMBL3712860,Homo sapiens,9606,Transferrin receptor protein 1,TFRC
CHEMBL3712862,Homo sapiens,9606,Intercellular adhesion molecule 3,ICAM3
